persona_id,trait_name,trait_category,inferred_value,ground_truth_value,similarity_score,confidence,rationale,is_selected,,
persona_039,Big Five - Neuroticism,psychographic,Low,Low,1,0.6,"A leadership position in a high-stress field like law enforcement requires high emotional stability. Visits to calm.com and positivepsychology.com are likely for maintenance and optimization, not crisis.",TRUE,,
persona_040,industry category,occupational,Academia,Construction,0.303,0.85,"Past career inferred from deep interest in research, academic journals, and global policy think tanks (`weforum.org`, `worldbank.org`).",TRUE,,
persona_040,occupation category,occupational,Postsecondary Teachers,Construction Worker,0.234,0.8,"The pattern of research across diverse academic fields (economics, history, science) is characteristic of a university professor.",TRUE,,
persona_040,lifestyle,behavioral,Intellectual and solitary,Slow-paced and peaceful,0.384,0.8,"Personal time is spent on research-heavy, individual pursuits like astronomy, history, and crafting.",TRUE,,
persona_040,defining quirks,behavioral,Insatiable curiosity across disconnected fields like astronomy and economics.,Dedicated to maintaining a healthy lifestyle despite age and disability,0.183,0.8,"The browsing history shows an unusually broad range of deep, intellectual topics.",TRUE,,
persona_040,Big Five - Extraversion,psychographic,Low,Low,1,0.8,"Browsing history is dominated by solitary activities (research, reading, crafting) with no indication of social media or event planning.",TRUE,,
persona_041,ancestry,demographic,American,English,0,0.7,"Strong indicators of U.S. residency and culture (Louisiana politics, healthcare.gov) with no domains suggesting recent immigration or strong ties to another specific ancestry.",TRUE,,
persona_041,place of birth,demographic,Louisiana/LA,Louisiana/LA,1,0.8,"Multiple domains specific to Louisiana (visitbatonrouge.com, lagop.com, la-umc.org), suggesting deep roots in the state, making it a likely birthplace.",TRUE,,
persona_041,income,demographic,180000,142000,0.81,0.75,"Browsing focused on executive compensation (pearlmeyer.com), wealth management (instrumentalwealth.com), and aggressive salary negotiation (fearlesssalarynegotiation.com), indicating a high-income professional role.",TRUE,,
persona_041,industry category,occupational,Supply Chain Management,TRN-Warehousing And Storage,0.365,0.9,"Specific visits to the Institute of Supply Chain Management (ioscm.com) and related industrial suppliers (valmet.com, directpumpsandtanks.co.uk).",TRUE,,
persona_041,class of worker,occupational,Employee of a private for-profit company or individual,"Employee of a private for-profit company or business, or of an individual, for wages, salary, or commissions",0.91,0.9,"The nature of the researched industries (supply chain, executive compensation consulting) points toward employment in the private sector.",TRUE,,
persona_043,age,demographic,38,25,0.567,0.7,"Browsing sites for working moms (`thecrazyworkingmom.com`), career advancement (`online.hbs.edu`), and pediatric care (`archildrens.org`) suggests a professional in her late 30s with school-age children.",TRUE,,
persona_043,sex,demographic,Female,Female,1,0.99,"Direct evidence from visiting `thecrazyworkingmom.com`, `workingmomsbalance.com`, and `iepmommy.com`.",TRUE,,
persona_043,household type,demographic,Married couple household,Married couple household with children of the householder less than 18,0.679,0.7,Follows from the inference of being married and having children.,TRUE,,
persona_043,disability,demographic,nan,None,0.305,0.6,No evidence of browsing for personal disability aids or benefits; the disability focus (`iepmommy.com`) is directed at her child.,TRUE,,
persona_043,Big Five - Agreeableness,psychographic,High,Extremely Low,0.455,0.7,High Conscientiousness from balancing work/school/family. High Agreeableness from nursing/parenting roles. High Neuroticism from seeking stress-management (`blog.calm.com`). Average Openness from exploring new ideas (`ethics-of-ai.mooc.fi`) while holding traditional values (`focusonthefamily.com`). Average Extraversion as signals are mixed between social profession and solitary hobbies.,TRUE,,
persona_044,veteran status,demographic,Non-Veteran,Non-Veteran,1,0.7,"While there's interest in veteran charities (charitiesforvets.org), this is common for civilians. The absence of any direct military or VA sites makes non-veteran status more likely.",TRUE,,
persona_044,household type,demographic,Married couple household,Married couple household with children of the householder less than 18,0.679,0.8,"The inference of being married, combined with strong evidence of having a child (health.choc.org, totwalk.com), points to this household type.",TRUE,,
persona_044,household language,demographic,English only,English only,1,0.9,"Despite an interest in Germany, the language of all visited sites is English, indicating it is the primary language used for browsing and likely in the household.",TRUE,,
persona_044,family presence and age,demographic,Own children of the householder under 18 years,With related children 5 to 17 years only,0.502,0.95,"Visits to a children's hospital (health.choc.org), a toddler product site (www.totwalk.com), and a local kids' activity guide (lexfun4kids.com) provide strong evidence of a young child in the home.",TRUE,,
persona_044,Big Five - Openness,psychographic,High,Extremely High,0.67,0.9,"The user explores a very wide range of intellectually curious topics, from technology (lawrencesystems.com) and science (nasa.gov) to global affairs (worldbank.org) and new ideas (ideas.ted.com).",TRUE,,
persona_045,age,demographic,32,27,0.833,0.7,"The combination of deep academic focus (suggesting post-graduate studies or early career professorship) and participation in local meetups (chess, startups) points to an age range of late 20s to mid-30s.",TRUE,,
persona_045,place of birth,demographic,Mexico,Texas/TX,0,0.2,A highly speculative inference based on the interest in Mexican history (mexicohistorico.com) and the Hispanic ancestry inference. This is very weak evidence.,TRUE,,
persona_045,household type,demographic,"Female householder, living alone","Male householder, no spouse/partner present, with relatives, no children of the householder less than 18",0.677,0.6,Inferred from the 'Female' and 'Never married' traits. The browsing suggests an independent lifestyle focused on career and personal hobbies.,TRUE,,
persona_045,lifestyle,behavioral,Intellectual and community-oriented,Intellectual and active,0.62,0.9,"The user balances deep, solitary intellectual work (academic research) with community engagement through local clubs (texaschess.org, arlingtonchessclub.com) and meetups.",TRUE,,
persona_045,Big Five - Openness,psychographic,Very High,High,0.669,0.7,"High Openness from academic/cultural interests. High Conscientiousness from deep focus on research and chess. Medium Extraversion from attending local clubs/meetups. Average Neuroticism/Agreeableness due to lack of strong evidence, though browsing a counseling site (outsidethenormcounseling.com) suggests some level of stress.",TRUE,,
persona_047,place of birth,demographic,Illinois/IL,Illinois/IL,1,0.5,"Strong evidence of current residency in Illinois (dph.illinois.gov, illinoispolicy.org, multiple Illinois garden clubs). Birthplace is a plausible extension but not certain.",TRUE,,
persona_047,disability,demographic,nan,None,0.305,0.7,No sites visited that are specific to receiving disability benefits or support. Visits to mental health sites (psychcentral.com) are likely for professional reasons.,TRUE,,
persona_047,ideology,psychographic,Conservative,Conservative,1,0.75,Visits to prominent conservative think tanks like www.heritage.org and www.illinoispolicy.org provide a strong signal for conservative ideological leanings.,TRUE,,
persona_047,defining quirks,behavioral,Integrates Catholic faith with interests in technology and policy.,Always carries a small notebook to jot down important information,0.1,0.8,"The unique combination of visiting deep Catholic theology sites, healthcare policy sites (chausa.org), and niche topics like aiandfaith.org is distinctive.",TRUE,,
persona_047,Big Five - Neuroticism,psychographic,Low,Extremely High,0.61,0.7,"Openness (wide intellectual interests from nasa.gov to plato.stanford.edu). Conscientiousness (professional development, organized clubs). Agreeableness (charity, healthcare, environmental sites). Extraversion (community clubs balanced by solitary research). Neuroticism (proactive, stable interests suggest low neuroticism).",TRUE,,
